procurement_id,issuing_agency,agency_type,agency_location,country,contract_title,contract_category,naics_code,estimated_contract_value,incumbent_vendor,contract_duration,bid_open_date,bid_close_date,renewal_date,last_award_date,submission_requirements,procurement_portal,contact_email,contact_phone,vendor_dependencies,operational_weakness,automation_opportunity,recurring_revenue_potential,prime_pathwy_priority,data_date,source
PROC-00126,Solano County — Purchasing Services,County,"Fairfield, CA",US,IT Infrastructure & Managed Services Contract — Solano County,IT Infrastructure & Managed Services,493110,"$2,500,000–$5,000,000",ABM Industries Inc.,5 Years,2026-08-12,2026-08-14,2026-12-16,2025-04-05,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.solanocounty.com/depts/csa/purchasing/,purchasing@solanocounty.com,(707) 784-6100,Primary: ABM Industries Inc.; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$50,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00129,Solano County — Purchasing Services,County,"Fairfield, CA",US,Facilities Maintenance & Repair Services — Solano County,Facilities Maintenance & Repair,541512,"$75,000–$150,000",Clean Harbors Inc.,1 Year,2026-09-06,2026-10-04,2027-04-20,2026-03-23,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.solanocounty.com/depts/csa/purchasing/,purchasing@solanocounty.com,(707) 784-6100,Primary: Clean Harbors Inc.; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$25,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00133,California Department of Corrections (CDCR),State,"Sacramento, CA",US,Uniformed Security Guard Services — California Department of Corrections (CDCR),Security Guard Services,561710,"$2,500,000–$5,000,000",AECOM Technology Corp.,5 Years,2026-08-13,2026-07-13,2026-10-14,2025-07-16,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.cdcr.ca.gov/procurement/,cdcr.procurement@cdcr.ca.gov,(916) 445-7682,Primary: AECOM Technology Corp.; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Email-based bid notifications — automated alert system opportunity,"$10,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00134,University of California System (UC),State/University,"Oakland, CA",US,Records Management & Document Digitization Services — University of California System (UC),Records Management & Digitization,561612,"$150,000–$300,000",Recall Holdings,3 Years + 2 Options,2026-08-28,2026-10-24,2027-12-06,2024-12-26,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://procurement.universityofcalifornia.edu,uc.procurement@ucop.edu,(510) 987-9074,Primary: Recall Holdings; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$50,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00143,California Department of General Services (DGS),State,"Sacramento, CA",US,Debris Removal & Waste Hauling Services — California Department of General Services (DGS),Debris Removal & Waste Management,561730,"$300,000–$500,000",Pitney Bowes Inc.,2 Years,2026-06-18,2026-09-05,2027-03-27,2025-07-07,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.dgs.ca.gov/PD,dgs.procurement@dgs.ca.gov,(916) 376-5000,Primary: Pitney Bowes Inc.; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$2,500/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00146,City of Vacaville — Administrative Services,Municipal,"Vacaville, CA",US,Construction & Facility Renovation Services — City of Vacaville,Construction & Renovation,562111,"$2,500,000–$5,000,000",Recall Holdings,2 Years,2026-08-20,2026-11-12,2027-11-01,2025-02-11,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.cityofvacaville.com/departments/administrative-services,purchasing@cityofvacaville.com,(707) 449-5100,Primary: Recall Holdings; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$2,500/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00151,City of Vacaville — Administrative Services,Municipal,"Vacaville, CA",US,Food Services & Catering Contract — City of Vacaville,Food Services & Catering,484110,"$25,000,000+",Local Independent Vendor,5 Years + 2 Options,2026-08-05,2026-10-13,2027-11-15,2024-08-31,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.cityofvacaville.com/departments/administrative-services,purchasing@cityofvacaville.com,(707) 449-5100,Primary: Local Independent Vendor; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Email-based bid notifications — automated alert system opportunity,"$50,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00153,Port of Oakland,Port Authority,"Oakland, CA",US,Environmental Compliance & Remediation Services — Port of Oakland,Environmental Compliance Services,562111,"$1,000,000–$2,500,000",Cintas Corporation,2 Years,2026-07-31,2026-07-25,2027-06-16,2025-11-21,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.portofoakland.com/business/procurement/,procurement@portofoakland.com,(510) 627-1100,Primary: Cintas Corporation; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$5,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00157,Sacramento County — Purchasing Division,County,"Sacramento, CA",US,Custodial Services Contract — Sacramento County,Janitorial & Custodial Services,562111,"$25,000,000+",Iron Mountain Inc.,3 Years + 2 Options,2026-07-18,2026-11-14,2026-09-06,2025-07-17,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.saccounty.gov/departments/purchasing,purchasing@saccounty.gov,(916) 875-6060,Primary: Iron Mountain Inc.; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00159,Sacramento County — Purchasing Division,County,"Sacramento, CA",US,Facilities Maintenance & Repair Services — Sacramento County,Facilities Maintenance & Repair,561612,"$2,500,000–$5,000,000",Jani-King International,3 Years + 2 Options,2026-07-19,2026-09-21,2027-01-12,2026-01-04,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.saccounty.gov/departments/purchasing,purchasing@saccounty.gov,(916) 875-6060,Primary: Jani-King International; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Paper timesheets — digital workforce management opportunity,"$5,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00160,Bay Area Rapid Transit (BART),Transit Authority,"Oakland, CA",US,Debris Removal & Waste Hauling Services — Bay Area Rapid Transit (BART),Debris Removal & Waste Management,561612,"$75,000–$150,000",Xerox Corporation,1 Year,2026-07-06,2026-09-03,2027-11-05,2026-01-30,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.bart.gov/about/business/bids,procurement@bart.gov,(510) 464-6000,Primary: Xerox Corporation; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Paper timesheets — digital workforce management opportunity,"$10,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00165,California Department of Education (CDE),State,"Sacramento, CA",US,Temporary Staffing & Workforce Solutions — California Department of Education (CDE),Staffing & Temporary Labor,541512,"$500,000–$1,000,000",Leidos Holdings Inc.,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-08-11,2026-10-08,2027-02-17,2025-07-21,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.cde.ca.gov/re/di/oi/,cde.procurement@cde.ca.gov,(916) 319-0800,Primary: Leidos Holdings Inc.; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$15,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00170,Port of Oakland,Port Authority,"Oakland, CA",US,Uniformed Security Guard Services — Port of Oakland,Security Guard Services,561730,"$300,000–$500,000",Leidos Holdings Inc.,1 Year + 4 Options,2026-08-27,2026-07-29,2027-06-14,2024-11-05,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.portofoakland.com/business/procurement/,procurement@portofoakland.com,(510) 627-1100,Primary: Leidos Holdings Inc.; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00172,Port of Los Angeles,Port Authority,"Los Angeles, CA",US,Professional Consulting Services — Port of Los Angeles,Consulting & Professional Services,541513,"$2,500,000–$5,000,000",AECOM Technology Corp.,3 Years,2026-06-25,2026-10-11,2026-11-07,2026-01-27,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.portoflosangeles.org/business/procurement,procurement@portla.org,(310) 732-3508,Primary: AECOM Technology Corp.; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Manual invoice processing — AI automation saves 40+ hours/month,"$15,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00176,Los Angeles Unified School District (LAUSD),School District,"Los Angeles, CA",US,Food Services & Catering Contract — Los Angeles Unified School District (LAUSD),Food Services & Catering,484110,"$75,000–$150,000",Stericycle Inc.,2 Years,2026-09-23,2026-08-09,2027-02-11,2026-03-10,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://achieve.lausd.net/Page/1068,procurement@lausd.net,(213) 241-1000,Primary: Stericycle Inc.; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$5,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00177,City of Benicia — Finance Department,Municipal,"Benicia, CA",US,Food Services & Catering Contract — City of Benicia,Food Services & Catering,561612,"$1,000,000–$2,500,000",Republic Services Inc.,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-09-07,2026-09-29,2028-03-29,2025-09-21,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://procurement.opengov.com/portal/embed/beniciaca/project-list,JTschudi@ci.benicia.ca.us,(707) 746-4225,Primary: Republic Services Inc.; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Paper timesheets — digital workforce management opportunity,"$15,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00178,California Department of Transportation (Caltrans),State,"Sacramento, CA",US,Temporary Staffing & Workforce Solutions — California Department of Transportation (Caltrans),Staffing & Temporary Labor,541512,"$25,000,000+",Unknown/No Incumbent,3 Years + 2 Options,2026-09-23,2026-07-20,2028-04-23,2025-01-02,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://dot.ca.gov/programs/construction/contractor-resources,caltrans.contracts@dot.ca.gov,(916) 654-5266,Primary: Unknown/No Incumbent; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$50,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00180,Port of Los Angeles,Port Authority,"Los Angeles, CA",US,Grounds Maintenance & Landscaping Services — Port of Los Angeles,Landscaping & Grounds Maintenance,562111,"$1,000,000–$2,500,000",ABM Industries Inc.,1 Year + 4 Options,2026-07-30,2026-11-25,2027-11-21,2025-12-05,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.portoflosangeles.org/business/procurement,procurement@portla.org,(310) 732-3508,Primary: ABM Industries Inc.; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$5,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00184,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Pest Control & Sanitation Services — San Francisco Municipal Transportation Agency (SFMTA),Pest Control & Sanitation,561710,"$25,000–$75,000",Recall Holdings,3 Years,2026-07-02,2026-07-22,2026-09-26,2026-04-10,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Recall Holdings; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Spreadsheet-based vendor management — CRM integration opportunity,"$25,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-00194,Port of Los Angeles,Port Authority,"Los Angeles, CA",US,Temporary Staffing & Workforce Solutions — Port of Los Angeles,Staffing & Temporary Labor,561612,"$1,000,000–$2,500,000",Kforce Inc.,5 Years,2026-08-03,2026-11-13,2026-12-13,2025-11-27,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.portoflosangeles.org/business/procurement,procurement@portla.org,(310) 732-3508,Primary: Kforce Inc.; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Paper timesheets — digital workforce management opportunity,"$25,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
