source,target,relationship_type,weight,operational_dependency_level,recurring_revenue_relevance,monetization_potential,contract_value,renewal_date,prime_pathwy_priority
VENDOR-ABM_Industries_Inc.,AGENCY-Department_of_Energy_DOE,vendor_to_agency,0.756,High,High,Direct — Contract Displacement,"$150,000–$300,000",2027-01-26,HIGH — Prepare in 30 Days
VENDOR-Recall_Holdings,AGENCY-Department_of_Homeland_Se,vendor_to_agency,0.635,High,High,Direct — Contract Displacement,"$2,500,000–$5,000,000",2026-09-20,CRITICAL — Bid Now
VENDOR-ABM_Industries_Inc.,AGENCY-NASA_—_Procurement_Divisi,vendor_to_agency,0.795,High,High,Direct — Contract Displacement,"$150,000–$300,000",2027-10-07,HIGH — Prepare in 30 Days
VENDOR-Xerox_Corporation,AGENCY-Crown_Commercial_Service_,vendor_to_agency,0.669,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2026-12-20,WATCH — 90+ Days
VENDOR-Stericycle_Inc.,AGENCY-NHS_Supply_Chain,vendor_to_agency,0.712,High,High,Direct — Contract Displacement,"$25,000,000+",2027-12-02,CRITICAL — Bid Now
VENDOR-Pitney_Bowes_Inc.,AGENCY-California_Department_of_,vendor_to_agency,0.821,High,High,Direct — Contract Displacement,"$300,000–$500,000",2027-03-27,HIGH — Prepare in 30 Days
VENDOR-SAIC_Science_Application,AGENCY-AusTender_—_Australian_Go,vendor_to_agency,0.878,High,High,Direct — Contract Displacement,"$25,000,000+",2026-08-29,WATCH — 90+ Days
VENDOR-G4S_Secure_Solutions,AGENCY-City_of_Sydney_—_Procurem,vendor_to_agency,0.883,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2028-05-10,CRITICAL — Bid Now
VENDOR-Recall_Holdings,AGENCY-City_of_Vacaville_—_Admin,vendor_to_agency,0.649,High,High,Direct — Contract Displacement,"$2,500,000–$5,000,000",2027-11-01,HIGH — Prepare in 30 Days
VENDOR-Cintas_Corporation,AGENCY-Victorian_Government_—_Te,vendor_to_agency,0.843,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2027-06-01,MEDIUM — 60-Day Pipeline
VENDOR-Leidos_Holdings_Inc.,AGENCY-US_Army_Corps_of_Engineer,vendor_to_agency,0.854,High,High,Direct — Contract Displacement,"$25,000–$75,000",2027-10-01,WATCH — 90+ Days
VENDOR-Jacobs_Engineering_Group,AGENCY-Victorian_Government_—_Te,vendor_to_agency,0.76,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2027-06-02,WATCH — 90+ Days
VENDOR-Manpower_Group,AGENCY-NSW_Government_—_eTenderi,vendor_to_agency,0.759,High,High,Direct — Contract Displacement,"$25,000–$75,000",2027-08-24,WATCH — 90+ Days
VENDOR-Local_Independent_Vendor,AGENCY-City_of_Vacaville_—_Admin,vendor_to_agency,0.905,High,High,Direct — Contract Displacement,"$25,000,000+",2027-11-15,WATCH — 90+ Days
VENDOR-Allied_Universal_Security,AGENCY-Birmingham_City_Council_—,vendor_to_agency,0.698,High,High,Direct — Contract Displacement,"$150,000–$300,000",2027-07-08,CRITICAL — Bid Now
VENDOR-Cintas_Corporation,AGENCY-Port_of_Oakland,vendor_to_agency,0.711,High,High,Direct — Contract Displacement,"$1,000,000–$2,500,000",2027-06-16,MEDIUM — 60-Day Pipeline
VENDOR-Jacobs_Engineering_Group,AGENCY-Transport_for_NSW,vendor_to_agency,0.808,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2027-05-29,WATCH — 90+ Days
VENDOR-Manpower_Group,AGENCY-Toronto_Transit_Commissio,vendor_to_agency,0.856,High,High,Direct — Contract Displacement,"$300,000–$500,000",2027-12-11,CRITICAL — Bid Now
VENDOR-ABM_Industries_Inc.,AGENCY-Victorian_Government_—_Te,vendor_to_agency,0.908,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2027-01-28,WATCH — 90+ Days
VENDOR-Iron_Mountain_Inc.,AGENCY-Sacramento_County_—_Purch,vendor_to_agency,0.8,High,High,Direct — Contract Displacement,"$25,000,000+",2026-09-06,CRITICAL — Bid Now
VENDOR-Local_Independent_Vendor,AGENCY-City_of_Toronto_—_Purchas,vendor_to_agency,0.725,High,High,Direct — Contract Displacement,"$150,000–$300,000",2027-11-26,HIGH — Prepare in 30 Days
VENDOR-Jani-King_International,AGENCY-Sacramento_County_—_Purch,vendor_to_agency,0.878,High,High,Direct — Contract Displacement,"$2,500,000–$5,000,000",2027-01-12,MEDIUM — 60-Day Pipeline
VENDOR-Xerox_Corporation,AGENCY-Bay_Area_Rapid_Transit_B,vendor_to_agency,0.706,High,High,Direct — Contract Displacement,"$75,000–$150,000",2027-11-05,HIGH — Prepare in 30 Days
VENDOR-Recall_Holdings,AGENCY-City_of_Toronto_—_Purchas,vendor_to_agency,0.621,High,High,Direct — Contract Displacement,"$300,000–$500,000",2026-09-23,WATCH — 90+ Days
VENDOR-Jan-Pro_Franchising_Inter,AGENCY-City_of_Sydney_—_Procurem,vendor_to_agency,0.854,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2027-12-26,HIGH — Prepare in 30 Days
VENDOR-Fluor_Corporation,AGENCY-NSW_Government_—_eTenderi,vendor_to_agency,0.936,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2028-01-24,WATCH — 90+ Days
VENDOR-ServiceMaster_Clean,AGENCY-Transport_for_NSW,vendor_to_agency,0.778,High,High,Direct — Contract Displacement,"$1,000,000–$2,500,000",2027-12-31,HIGH — Prepare in 30 Days
VENDOR-Leidos_Holdings_Inc.,AGENCY-California_Department_of_,vendor_to_agency,0.831,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2027-02-17,CRITICAL — Bid Now
VENDOR-Robert_Half_International,AGENCY-Social_Security_Administr,vendor_to_agency,0.888,High,High,Direct — Contract Displacement,"$2,500,000–$5,000,000",2027-04-23,CRITICAL — Bid Now
VENDOR-Coverall_Holding_Company,AGENCY-Queensland_Government_—_Q,vendor_to_agency,0.658,High,High,Direct — Contract Displacement,"$25,000–$75,000",2027-07-06,MEDIUM — 60-Day Pipeline
VENDOR-Leidos_Holdings_Inc.,AGENCY-London_Borough_of_Southwa,vendor_to_agency,0.722,High,High,Direct — Contract Displacement,"$300,000–$500,000",2027-04-10,WATCH — 90+ Days
VENDOR-Parsons_Corporation,AGENCY-Highways_England_Nationa,vendor_to_agency,0.894,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2028-03-26,CRITICAL — Bid Now
VENDOR-Leidos_Holdings_Inc.,AGENCY-Port_of_Oakland,vendor_to_agency,0.729,High,High,Direct — Contract Displacement,"$300,000–$500,000",2027-06-14,CRITICAL — Bid Now
VENDOR-Robert_Half_International,AGENCY-Public_Services_and_Procu,vendor_to_agency,0.685,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2027-12-29,MEDIUM — 60-Day Pipeline
VENDOR-AECOM_Technology_Corp.,AGENCY-Port_of_Los_Angeles,vendor_to_agency,0.818,High,High,Direct — Contract Displacement,"$2,500,000–$5,000,000",2026-11-07,WATCH — 90+ Days
VENDOR-Parsons_Corporation,AGENCY-Province_of_Ontario_—_Ont,vendor_to_agency,0.869,High,High,Direct — Contract Displacement,"$25,000,000+",2026-10-06,MEDIUM — 60-Day Pipeline
VENDOR-ABM_Industries_Inc.,AGENCY-City_of_Seattle_—_Purchas,vendor_to_agency,0.868,High,High,Direct — Contract Displacement,"$2,500,000–$5,000,000",2027-06-30,WATCH — 90+ Days
VENDOR-Xerox_Corporation,AGENCY-City_of_Atlanta_—_Departm,vendor_to_agency,0.782,High,High,Direct — Contract Displacement,"$75,000–$150,000",2026-10-26,CRITICAL — Bid Now
VENDOR-Stericycle_Inc.,AGENCY-Los_Angeles_Unified_Schoo,vendor_to_agency,0.618,High,High,Direct — Contract Displacement,"$75,000–$150,000",2027-02-11,HIGH — Prepare in 30 Days
VENDOR-Republic_Services_Inc.,AGENCY-City_of_Benicia_—_Finance,vendor_to_agency,0.825,High,High,Direct — Contract Displacement,"$1,000,000–$2,500,000",2028-03-29,WATCH — 90+ Days
VENDOR-Unknown/No_Incumbent,AGENCY-California_Department_of_,vendor_to_agency,0.848,High,High,Direct — Contract Displacement,"$25,000,000+",2028-04-23,WATCH — 90+ Days
VENDOR-Pitney_Bowes_Inc.,AGENCY-City_of_Seattle_—_Purchas,vendor_to_agency,0.818,High,High,Direct — Contract Displacement,"$1,000,000–$2,500,000",2028-02-25,HIGH — Prepare in 30 Days
VENDOR-ABM_Industries_Inc.,AGENCY-Port_of_Los_Angeles,vendor_to_agency,0.811,High,High,Direct — Contract Displacement,"$1,000,000–$2,500,000",2027-11-21,CRITICAL — Bid Now
VENDOR-Unknown/No_Incumbent,AGENCY-Highways_England_Nationa,vendor_to_agency,0.853,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2027-03-06,WATCH — 90+ Days
VENDOR-Republic_Services_Inc.,AGENCY-City_of_Seattle_—_Purchas,vendor_to_agency,0.689,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2028-03-16,CRITICAL — Bid Now
VENDOR-Aramark_Corporation,AGENCY-City_of_Houston_—_Office_,vendor_to_agency,0.765,High,High,Direct — Contract Displacement,"$25,000–$75,000",2027-05-27,CRITICAL — Bid Now
VENDOR-Recall_Holdings,AGENCY-San_Francisco_Municipal_T,vendor_to_agency,0.806,High,High,Direct — Contract Displacement,"$25,000–$75,000",2026-09-26,WATCH — 90+ Days
VENDOR-Stericycle_Inc.,AGENCY-Department_of_Veterans_Af,vendor_to_agency,0.775,High,High,Direct — Contract Displacement,"$25,000,000+",2028-03-08,MEDIUM — 60-Day Pipeline
VENDOR-Parsons_Corporation,AGENCY-Ministry_of_Defence_MOD,vendor_to_agency,0.77,High,High,Direct — Contract Displacement,"$150,000–$300,000",2026-10-16,MEDIUM — 60-Day Pipeline
VENDOR-Kforce_Inc.,AGENCY-Social_Security_Administr,vendor_to_agency,0.635,High,High,Direct — Contract Displacement,"$2,500,000–$5,000,000",2028-02-23,WATCH — 90+ Days
VENDOR-Fluor_Corporation,AGENCY-Queensland_Government_—_Q,vendor_to_agency,0.854,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2026-10-08,WATCH — 90+ Days
VENDOR-Pitney_Bowes_Inc.,AGENCY-Province_of_British_Colum,vendor_to_agency,0.716,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2028-03-21,HIGH — Prepare in 30 Days
VENDOR-Sodexo_USA,AGENCY-Transport_for_London_TfL,vendor_to_agency,0.83,High,High,Direct — Contract Displacement,"$25,000–$75,000",2028-03-23,WATCH — 90+ Days
VENDOR-Manpower_Group,AGENCY-City_of_Calgary_—_Purchas,vendor_to_agency,0.66,High,High,Direct — Contract Displacement,"$25,000–$75,000",2027-12-30,WATCH — 90+ Days
VENDOR-Jacobs_Engineering_Group,AGENCY-Greater_Vancouver_Transit,vendor_to_agency,0.942,High,High,Direct — Contract Displacement,"$300,000–$500,000",2027-10-13,MEDIUM — 60-Day Pipeline
VENDOR-Jani-King_International,AGENCY-Birmingham_City_Council_—,vendor_to_agency,0.611,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2027-08-15,CRITICAL — Bid Now
VENDOR-Kforce_Inc.,AGENCY-Port_of_Los_Angeles,vendor_to_agency,0.896,High,High,Direct — Contract Displacement,"$1,000,000–$2,500,000",2026-12-13,HIGH — Prepare in 30 Days
VENDOR-AECOM_Technology_Corp.,AGENCY-City_of_Toronto_—_Purchas,vendor_to_agency,0.877,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2027-10-17,HIGH — Prepare in 30 Days
VENDOR-Allied_Universal_Security,AGENCY-Contra_Costa_County_—_Pur,vendor_to_agency,0.874,High,High,Direct — Contract Displacement,"$75,000–$150,000",2026-11-05,MEDIUM — 60-Day Pipeline
VENDOR-Local_Independent_Vendor,AGENCY-Solano_County_—_Purchasin,vendor_to_agency,0.708,High,High,Direct — Contract Displacement,"$300,000–$500,000",2026-10-23,CRITICAL — Bid Now
VENDOR-Securitas_Security_Servic,AGENCY-General_Services_Administ,vendor_to_agency,0.611,High,High,Direct — Contract Displacement,"$150,000–$300,000",2026-11-28,HIGH — Prepare in 30 Days
VENDOR-G4S_Secure_Solutions,AGENCY-Department_of_Energy_DOE,vendor_to_agency,0.843,High,High,Direct — Contract Displacement,"$1,000,000–$2,500,000",2027-07-25,WATCH — 90+ Days
VENDOR-Adecco_Group,AGENCY-General_Services_Administ,vendor_to_agency,0.901,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2027-09-12,WATCH — 90+ Days
VENDOR-Republic_Services_Inc.,AGENCY-Public_Services_and_Procu,vendor_to_agency,0.65,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2027-01-04,MEDIUM — 60-Day Pipeline
VENDOR-Recall_Holdings,AGENCY-Province_of_British_Colum,vendor_to_agency,0.801,High,High,Direct — Contract Displacement,"$300,000–$500,000",2027-07-31,MEDIUM — 60-Day Pipeline
VENDOR-Recall_Holdings,AGENCY-Department_of_Energy_DOE,vendor_to_agency,0.626,High,High,Direct — Contract Displacement,"$150,000–$300,000",2027-04-20,HIGH — Prepare in 30 Days
VENDOR-Jan-Pro_Franchising_Inter,AGENCY-California_Department_of_,vendor_to_agency,0.863,High,High,Direct — Contract Displacement,"$2,500,000–$5,000,000",2028-02-14,CRITICAL — Bid Now
VENDOR-Jan-Pro_Franchising_Inter,AGENCY-AusTender_—_Australian_Go,vendor_to_agency,0.702,High,High,Direct — Contract Displacement,"$75,000–$150,000",2028-01-01,WATCH — 90+ Days
VENDOR-Jani-King_International,AGENCY-City_of_Vancouver_—_Procu,vendor_to_agency,0.927,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2027-10-01,HIGH — Prepare in 30 Days
VENDOR-Xerox_Corporation,AGENCY-Crown_Commercial_Service_,vendor_to_agency,0.944,High,High,Direct — Contract Displacement,"$1,000,000–$2,500,000",2027-09-14,MEDIUM — 60-Day Pipeline
VENDOR-ManTech_International,AGENCY-NHS_Supply_Chain,vendor_to_agency,0.608,High,High,Direct — Contract Displacement,"$150,000–$300,000",2027-04-09,MEDIUM — 60-Day Pipeline
VENDOR-CACI_International,AGENCY-Crown_Commercial_Service_,vendor_to_agency,0.774,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2028-05-27,HIGH — Prepare in 30 Days
VENDOR-Leidos_Holdings_Inc.,AGENCY-US_Postal_Service_USPS_,vendor_to_agency,0.661,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2028-05-01,MEDIUM — 60-Day Pipeline
VENDOR-Leidos_Holdings_Inc.,AGENCY-Public_Services_and_Procu,vendor_to_agency,0.909,High,High,Direct — Contract Displacement,"$1,000,000–$2,500,000",2027-08-27,WATCH — 90+ Days
VENDOR-Waste_Management_Inc.,AGENCY-Port_of_Oakland,vendor_to_agency,0.901,High,High,Direct — Contract Displacement,"$1,000,000–$2,500,000",2028-04-12,HIGH — Prepare in 30 Days
VENDOR-Jan-Pro_Franchising_Inter,AGENCY-Social_Security_Administr,vendor_to_agency,0.613,High,High,Direct — Contract Displacement,"$75,000–$150,000",2028-01-07,MEDIUM — 60-Day Pipeline
VENDOR-Clean_Harbors_Inc.,AGENCY-California_Department_of_,vendor_to_agency,0.719,High,High,Direct — Contract Displacement,"$300,000–$500,000",2028-01-02,HIGH — Prepare in 30 Days
VENDOR-AECOM_Technology_Corp.,AGENCY-Miami-Dade_County_—_Inter,vendor_to_agency,0.929,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2026-12-24,HIGH — Prepare in 30 Days
VENDOR-Securitas_Security_Servic,AGENCY-Toronto_Transit_Commissio,vendor_to_agency,0.627,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2027-09-30,WATCH — 90+ Days
VENDOR-Iron_Mountain_Inc.,AGENCY-City_of_Seattle_—_Purchas,vendor_to_agency,0.787,High,High,Direct — Contract Displacement,"$2,500,000–$5,000,000",2026-09-02,WATCH — 90+ Days
VENDOR-Clean_Harbors_Inc.,AGENCY-Department_of_Homeland_Se,vendor_to_agency,0.937,High,High,Direct — Contract Displacement,"$75,000–$150,000",2028-05-06,MEDIUM — 60-Day Pipeline
VENDOR-Recall_Holdings,AGENCY-Greater_Vancouver_Transit,vendor_to_agency,0.896,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2026-10-15,MEDIUM — 60-Day Pipeline
VENDOR-G4S_Secure_Solutions,AGENCY-City_of_Houston_—_Office_,vendor_to_agency,0.838,High,High,Direct — Contract Displacement,"$75,000–$150,000",2028-02-11,WATCH — 90+ Days
VENDOR-Sodexo_USA,AGENCY-Crown_Commercial_Service_,vendor_to_agency,0.676,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2027-04-28,WATCH — 90+ Days
VENDOR-Coverall_Holding_Company,AGENCY-University_of_California_,vendor_to_agency,0.946,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2028-01-09,MEDIUM — 60-Day Pipeline
VENDOR-Unknown/No_Incumbent,AGENCY-Contra_Costa_County_—_Pur,vendor_to_agency,0.92,High,High,Direct — Contract Displacement,"$300,000–$500,000",2027-04-24,CRITICAL — Bid Now
VENDOR-Unknown/No_Incumbent,AGENCY-Toronto_Transit_Commissio,vendor_to_agency,0.944,High,High,Direct — Contract Displacement,"$75,000–$150,000",2028-03-06,WATCH — 90+ Days
VENDOR-Xerox_Corporation,AGENCY-Ministry_of_Defence_MOD,vendor_to_agency,0.89,High,High,Direct — Contract Displacement,"$1,000,000–$2,500,000",2027-04-07,WATCH — 90+ Days
VENDOR-Sodexo_USA,AGENCY-Birmingham_City_Council_—,vendor_to_agency,0.874,High,High,Direct — Contract Displacement,"$300,000–$500,000",2027-02-01,CRITICAL — Bid Now
VENDOR-G4S_Secure_Solutions,AGENCY-California_Department_of_,vendor_to_agency,0.943,High,High,Direct — Contract Displacement,"$25,000–$75,000",2028-05-05,CRITICAL — Bid Now
VENDOR-Manpower_Group,AGENCY-City_of_Phoenix_—_Procure,vendor_to_agency,0.659,High,High,Direct — Contract Displacement,"$25,000,000+",2026-09-16,MEDIUM — 60-Day Pipeline
VENDOR-Recall_Holdings,AGENCY-Transport_for_London_TfL,vendor_to_agency,0.805,High,High,Direct — Contract Displacement,"$25,000–$75,000",2028-05-11,HIGH — Prepare in 30 Days
VENDOR-Republic_Services_Inc.,AGENCY-Contra_Costa_County_—_Pur,vendor_to_agency,0.913,High,High,Direct — Contract Displacement,"$10,000,000–$25,000,000",2027-07-28,MEDIUM — 60-Day Pipeline
VENDOR-Regional_Service_Provider,AGENCY-Los_Angeles_Unified_Schoo,vendor_to_agency,0.747,High,High,Direct — Contract Displacement,"$150,000–$300,000",2028-02-10,WATCH — 90+ Days
VENDOR-G4S_Secure_Solutions,AGENCY-California_Department_of_,vendor_to_agency,0.813,High,High,Direct — Contract Displacement,"$150,000–$300,000",2026-11-18,CRITICAL — Bid Now
VENDOR-Pitney_Bowes_Inc.,AGENCY-NASA_—_Procurement_Divisi,vendor_to_agency,0.813,High,High,Direct — Contract Displacement,"$5,000,000–$10,000,000",2028-04-03,CRITICAL — Bid Now
VENDOR-Stericycle_Inc.,AGENCY-US_Postal_Service_USPS_,vendor_to_agency,0.846,High,High,Direct — Contract Displacement,"$2,500,000–$5,000,000",2027-12-20,CRITICAL — Bid Now
VENDOR-Jan-Pro_Franchising_Inter,AGENCY-Victorian_Government_—_Te,vendor_to_agency,0.692,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2027-04-27,WATCH — 90+ Days
VENDOR-ServiceMaster_Clean,AGENCY-Crown_Commercial_Service_,vendor_to_agency,0.626,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2027-10-24,MEDIUM — 60-Day Pipeline
VENDOR-Leidos_Holdings_Inc.,AGENCY-City_of_Fairfield_—_Purch,vendor_to_agency,0.838,High,High,Direct — Contract Displacement,"$25,000,000+",2027-01-06,WATCH — 90+ Days
VENDOR-Iron_Mountain_Inc.,AGENCY-California_Department_of_,vendor_to_agency,0.801,High,High,Direct — Contract Displacement,"$2,500,000–$5,000,000",2028-01-15,HIGH — Prepare in 30 Days
VENDOR-Booz_Allen_Hamilton,AGENCY-City_of_Chicago_—_Departm,vendor_to_agency,0.898,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2028-05-20,MEDIUM — 60-Day Pipeline
VENDOR-Regional_Service_Provider,AGENCY-Victorian_Government_—_Te,vendor_to_agency,0.62,High,High,Direct — Contract Displacement,"$300,000–$500,000",2027-02-05,CRITICAL — Bid Now
VENDOR-Cintas_Corporation,AGENCY-Los_Angeles_Unified_Schoo,vendor_to_agency,0.671,High,High,Direct — Contract Displacement,"$2,500,000–$5,000,000",2027-11-17,MEDIUM — 60-Day Pipeline
VENDOR-Securitas_Security_Servic,AGENCY-NASA_—_Procurement_Divisi,vendor_to_agency,0.684,High,High,Direct — Contract Displacement,"$500,000–$1,000,000",2027-07-21,CRITICAL — Bid Now
