id,label,type,industry,region,country,revenue,employees,ai_score,tier,tech_stack
ENT-00149,Swift Haul Enterprises,company,Commercial Hauling & Debris Removal,Wayne County,US,$100M+,751–1500,74,Tier 3 — 90-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-00150,ProHaul Partners,company,Commercial Hauling & Debris Removal,Greater Melbourne,AU,$10M–$25M,76–150,82,Tier 3 — 90-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-00151,Swift Haul Co.,company,Commercial Hauling & Debris Removal,Wayne County,US,$50K–$250K,1–5,63,Tier 4 — Watch List,"BuilderTrend, Procore, DocuSign"
ENT-00152,Titan Debris Industries,company,Commercial Hauling & Debris Removal,Greater Sydney,AU,$50M–$100M,301–750,91,Tier 4 — Watch List,"Verizon Connect, Samsara GPS, Excel"
ENT-00153,Apex Removal Services,company,Commercial Hauling & Debris Removal,Metro Vancouver,CA,$25M–$50M,751–1500,95,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-00154,Vanguard Removal Associates,company,Commercial Hauling & Debris Removal,Alameda County,US,$100M+,1500+,62,Tier 1 — Immediate Target,"Oracle ERP, Workday, Tableau"
ENT-00155,Iron Eagle Hauling Systems,company,Commercial Hauling & Debris Removal,Sacramento County,US,$5M–$10M,151–300,42,Tier 1 — Immediate Target,"Zoho CRM, FreshBooks, Trello"
ENT-00156,Swift Haul Systems,company,Commercial Hauling & Debris Removal,Miami-Dade County,US,$2.5M–$5M,751–1500,55,Tier 3 — 90-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-00157,Iron Eagle Hauling Services,company,Commercial Hauling & Debris Removal,Solano County,US,$50M–$100M,76–150,58,Tier 4 — Watch List,"Oracle ERP, Workday, Tableau"
ENT-00158,Swift Haul Associates,company,Commercial Hauling & Debris Removal,Cook County,US,$50M–$100M,301–750,59,Tier 4 — Watch List,"QuickBooks Desktop, email-only CRM"
ENT-00159,Patriot Hauling Associates,company,Commercial Hauling & Debris Removal,Wayne County,US,$50K–$250K,151–300,59,Tier 2 — 30-Day Pipeline,"Paper-based, minimal digital"
ENT-00160,Swift Haul Partners,company,Commercial Hauling & Debris Removal,Cuyahoga County,US,$2.5M–$5M,6–15,88,Tier 2 — 30-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-00161,Vanguard Removal Associates,company,Commercial Hauling & Debris Removal,Cuyahoga County,US,$50K–$250K,151–300,52,Tier 2 — 30-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-00162,Iron Eagle Hauling Services,company,Commercial Hauling & Debris Removal,Metro Vancouver,CA,$25M–$50M,1500+,41,Tier 1 — Immediate Target,"Verizon Connect, Samsara GPS, Excel"
ENT-00163,Summit Debris Consulting,company,Commercial Hauling & Debris Removal,Calgary Region,CA,$2.5M–$5M,6–15,43,Tier 2 — 30-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-00164,ProHaul Enterprises,company,Commercial Hauling & Debris Removal,West Midlands,UK,$50K–$250K,31–75,60,Tier 4 — Watch List,"Paper-based, minimal digital"
ENT-00165,Swift Haul Systems,company,Commercial Hauling & Debris Removal,Fulton County,US,$1M–$2.5M,76–150,62,Tier 1 — Immediate Target,"Xero, HubSpot, Slack"
ENT-00166,Titan Debris Associates,company,Commercial Hauling & Debris Removal,Miami-Dade County,US,$50M–$100M,1500+,76,Tier 2 — 30-Day Pipeline,"Paper-based, minimal digital"
ENT-00167,Delta Hauling Group,company,Commercial Hauling & Debris Removal,Miami-Dade County,US,$10M–$25M,31–75,81,Tier 1 — Immediate Target,"Oracle ERP, Workday, Tableau"
ENT-00168,Delta Hauling Services,company,Commercial Hauling & Debris Removal,Alameda County,US,$5M–$10M,301–750,56,Tier 3 — 90-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-00169,Swift Haul Systems,company,Commercial Hauling & Debris Removal,Fulton County,US,$100M+,76–150,43,Tier 4 — Watch List,"ServiceTitan, Google Workspace"
ENT-00170,Patriot Hauling LLC,company,Commercial Hauling & Debris Removal,Greater Sydney,AU,$50M–$100M,6–15,73,Tier 3 — 90-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-00171,Swift Haul Associates,company,Commercial Hauling & Debris Removal,Los Angeles County,US,$5M–$10M,31–75,93,Tier 4 — Watch List,"Microsoft 365, Dynamics 365, Power BI"
ENT-00172,Swift Haul LLC,company,Commercial Hauling & Debris Removal,Napa County,US,$1M–$2.5M,31–75,93,Tier 3 — 90-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-00173,ProHaul Industries,company,Commercial Hauling & Debris Removal,Miami-Dade County,US,$500K–$1M,751–1500,89,Tier 2 — 30-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-00174,Vanguard Removal Co.,company,Commercial Hauling & Debris Removal,Cuyahoga County,US,$50M–$100M,1500+,84,Tier 1 — Immediate Target,"Oracle ERP, Workday, Tableau"
ENT-00175,Iron Eagle Hauling Group,company,Commercial Hauling & Debris Removal,Greater London,UK,$250K–$500K,76–150,64,Tier 4 — Watch List,"Oracle ERP, Workday, Tableau"
ENT-00176,Titan Debris Services,company,Commercial Hauling & Debris Removal,Greater Melbourne,AU,$250K–$500K,151–300,61,Tier 3 — 90-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-00177,Delta Hauling Systems,company,Commercial Hauling & Debris Removal,Calgary Region,CA,$1M–$2.5M,1500+,43,Tier 2 — 30-Day Pipeline,"QuickBooks, Google Workspace, Jobber"
ENT-00178,Swift Haul Enterprises,company,Commercial Hauling & Debris Removal,Los Angeles County,US,$500K–$1M,151–300,84,Tier 4 — Watch List,"ServiceTitan, Google Workspace"
ENT-00179,Apex Removal Services,company,Commercial Hauling & Debris Removal,Miami-Dade County,US,$500K–$1M,76–150,94,Tier 2 — 30-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-00180,Patriot Hauling Co.,company,Commercial Hauling & Debris Removal,Miami-Dade County,US,$5M–$10M,76–150,93,Tier 1 — Immediate Target,"Xero, HubSpot, Slack"
ENT-00181,Vanguard Removal Associates,company,Commercial Hauling & Debris Removal,Greater London,UK,$2.5M–$5M,31–75,87,Tier 2 — 30-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-00182,Iron Eagle Hauling Systems,company,Commercial Hauling & Debris Removal,San Francisco County,US,$1M–$2.5M,1500+,60,Tier 1 — Immediate Target,"BuilderTrend, Procore, DocuSign"
ENT-00183,Atlas Hauling Group,company,Commercial Hauling & Debris Removal,Metro Vancouver,CA,$1M–$2.5M,31–75,88,Tier 2 — 30-Day Pipeline,"Xero, HubSpot, Slack"
ENT-00184,Titan Debris Co.,company,Commercial Hauling & Debris Removal,Contra Costa County,US,$5M–$10M,301–750,62,Tier 1 — Immediate Target,"BuilderTrend, Procore, DocuSign"
ENT-00185,Apex Removal Industries,company,Commercial Hauling & Debris Removal,Contra Costa County,US,$250K–$500K,301–750,83,Tier 2 — 30-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-00186,Titan Debris LLC,company,Commercial Hauling & Debris Removal,Solano County,US,$2.5M–$5M,151–300,54,Tier 3 — 90-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-00187,Apex Removal Services,company,Commercial Hauling & Debris Removal,Napa County,US,$100M+,1500+,65,Tier 1 — Immediate Target,"Xero, HubSpot, Slack"
ENT-00188,Vanguard Removal Services,company,Commercial Hauling & Debris Removal,Fulton County,US,$5M–$10M,31–75,99,Tier 2 — 30-Day Pipeline,"Xero, HubSpot, Slack"
ENT-00189,Titan Debris Industries,company,Commercial Hauling & Debris Removal,Fulton County,US,$1M–$2.5M,751–1500,76,Tier 2 — 30-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-00190,ProHaul Systems,company,Commercial Hauling & Debris Removal,Metro Vancouver,CA,$100M+,151–300,93,Tier 1 — Immediate Target,"Verizon Connect, Samsara GPS, Excel"
ENT-00191,Vanguard Removal Corp.,company,Commercial Hauling & Debris Removal,Orange County,US,$250K–$500K,301–750,56,Tier 1 — Immediate Target,"QuickBooks, Google Workspace, Jobber"
ENT-00192,Patriot Hauling Enterprises,company,Commercial Hauling & Debris Removal,Cuyahoga County,US,$1M–$2.5M,1–5,84,Tier 4 — Watch List,"Oracle ERP, Workday, Tableau"
ENT-00193,Swift Haul Solutions,company,Commercial Hauling & Debris Removal,Sacramento County,US,$10M–$25M,301–750,82,Tier 2 — 30-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-00194,Swift Haul Solutions,company,Commercial Hauling & Debris Removal,Sacramento County,US,$25M–$50M,76–150,79,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-00195,Vanguard Removal Consulting,company,Commercial Hauling & Debris Removal,Metro Vancouver,CA,$50K–$250K,751–1500,43,Tier 1 — Immediate Target,"Zoho CRM, FreshBooks, Trello"
ENT-00196,Swift Haul Co.,company,Commercial Hauling & Debris Removal,Los Angeles County,US,$500K–$1M,751–1500,55,Tier 3 — 90-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-00197,Titan Debris Enterprises,company,Commercial Hauling & Debris Removal,Cuyahoga County,US,$250K–$500K,16–30,70,Tier 3 — 90-Day Pipeline,"Microsoft 365, Dynamics 365, Power BI"
ENT-00198,Swift Haul Group,company,Commercial Hauling & Debris Removal,Solano County,US,$100M+,151–300,57,Tier 1 — Immediate Target,"Xero, HubSpot, Slack"
ENT-00199,Iron Eagle Hauling Associates,company,Commercial Hauling & Debris Removal,Denver County,US,$5M–$10M,301–750,73,Tier 3 — 90-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-00200,Swift Haul LLC,company,Commercial Hauling & Debris Removal,Contra Costa County,US,$1M–$2.5M,151–300,45,Tier 2 — 30-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-00201,Shield Coatings Solutions,company,Industrial Painting & Coatings,Sacramento County,US,$2.5M–$5M,1–5,59,Tier 1 — Immediate Target,"FieldEdge, QuickBooks Online"
ENT-00202,Armor Paint Associates,company,Industrial Painting & Coatings,San Francisco County,US,$10M–$25M,301–750,67,Tier 2 — 30-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-00203,Shield Coatings Systems,company,Industrial Painting & Coatings,Calgary Region,CA,$25M–$50M,1500+,66,Tier 3 — 90-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-00204,Titan Coatings Enterprises,company,Industrial Painting & Coatings,San Diego County,US,$500K–$1M,76–150,49,Tier 1 — Immediate Target,"QuickBooks Desktop, email-only CRM"
ENT-00205,Titan Coatings Solutions,company,Industrial Painting & Coatings,Orange County,US,$1M–$2.5M,16–30,45,Tier 4 — Watch List,"Microsoft 365, Dynamics 365, Power BI"
ENT-00206,Vanguard Paint Group,company,Industrial Painting & Coatings,Contra Costa County,US,$500K–$1M,31–75,44,Tier 3 — 90-Day Pipeline,"Xero, HubSpot, Slack"
ENT-00207,ProCoat Solutions,company,Industrial Painting & Coatings,Metro Vancouver,CA,$10M–$25M,301–750,41,Tier 2 — 30-Day Pipeline,"Xero, HubSpot, Slack"
ENT-00208,Shield Coatings Associates,company,Industrial Painting & Coatings,Fulton County,US,$250K–$500K,6–15,60,Tier 3 — 90-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-00209,Premier Paint Enterprises,company,Industrial Painting & Coatings,Cuyahoga County,US,$100M+,151–300,72,Tier 4 — Watch List,"ServiceTitan, Google Workspace"
ENT-00210,Armor Paint Industries,company,Industrial Painting & Coatings,Miami-Dade County,US,$250K–$500K,76–150,41,Tier 1 — Immediate Target,"Oracle ERP, Workday, Tableau"
ENT-00211,Premier Paint Partners,company,Industrial Painting & Coatings,West Midlands,UK,$100M+,6–15,72,Tier 1 — Immediate Target,"Verizon Connect, Samsara GPS, Excel"
ENT-00212,Armor Paint Solutions,company,Industrial Painting & Coatings,Greater Toronto Area,CA,$100M+,76–150,63,Tier 4 — Watch List,"SAP, Salesforce, ServiceNow"
ENT-00213,Armor Paint Systems,company,Industrial Painting & Coatings,Los Angeles County,US,$50K–$250K,31–75,68,Tier 2 — 30-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-00214,Vanguard Paint Enterprises,company,Industrial Painting & Coatings,Fulton County,US,$2.5M–$5M,76–150,55,Tier 4 — Watch List,"Custom legacy system, Excel-heavy"
ENT-00215,Vanguard Paint Associates,company,Industrial Painting & Coatings,Contra Costa County,US,$1M–$2.5M,31–75,93,Tier 4 — Watch List,"Paper-based, minimal digital"
ENT-00216,Apex Painting Solutions,company,Industrial Painting & Coatings,King County,US,$100M+,301–750,86,Tier 1 — Immediate Target,"Paper-based, minimal digital"
ENT-00217,Fortress Coatings Inc.,company,Industrial Painting & Coatings,Metro Vancouver,CA,$10M–$25M,301–750,78,Tier 1 — Immediate Target,"Paper-based, minimal digital"
ENT-00218,Precision Coatings Associates,company,Industrial Painting & Coatings,Metro Vancouver,CA,$25M–$50M,76–150,41,Tier 4 — Watch List,"ServiceTitan, Google Workspace"
ENT-00219,Shield Coatings Enterprises,company,Industrial Painting & Coatings,Marin County,US,$2.5M–$5M,31–75,45,Tier 4 — Watch List,"QuickBooks, Google Workspace, Jobber"
ENT-00220,Armor Paint Corp.,company,Industrial Painting & Coatings,San Diego County,US,$100M+,151–300,77,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-00221,Premier Paint Systems,company,Industrial Painting & Coatings,Greater Sydney,AU,$1M–$2.5M,1500+,83,Tier 4 — Watch List,"Oracle ERP, Workday, Tableau"
ENT-00222,Shield Coatings Corp.,company,Industrial Painting & Coatings,Greater Toronto Area,CA,$25M–$50M,301–750,76,Tier 3 — 90-Day Pipeline,"Paper-based, minimal digital"
ENT-00223,Apex Painting Associates,company,Industrial Painting & Coatings,Alameda County,US,$2.5M–$5M,31–75,97,Tier 4 — Watch List,"QuickBooks, Google Workspace, Jobber"
ENT-00224,Shield Coatings Systems,company,Industrial Painting & Coatings,Miami-Dade County,US,$500K–$1M,151–300,46,Tier 3 — 90-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-00225,Titan Coatings Solutions,company,Industrial Painting & Coatings,Greater Sydney,AU,$50K–$250K,751–1500,95,Tier 4 — Watch List,"Zoho CRM, FreshBooks, Trello"
ENT-00226,Vanguard Paint LLC,company,Industrial Painting & Coatings,Sacramento County,US,$1M–$2.5M,76–150,44,Tier 4 — Watch List,"Microsoft 365, Dynamics 365, Power BI"
ENT-00227,Apex Painting Enterprises,company,Industrial Painting & Coatings,King County,US,$500K–$1M,6–15,75,Tier 3 — 90-Day Pipeline,"QuickBooks, Google Workspace, Jobber"
ENT-00228,Precision Coatings Group,company,Industrial Painting & Coatings,Contra Costa County,US,$2.5M–$5M,16–30,92,Tier 4 — Watch List,"Paper-based, minimal digital"
ENT-00229,Fortress Coatings Enterprises,company,Industrial Painting & Coatings,Sacramento County,US,$5M–$10M,1–5,91,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-00230,Armor Paint Co.,company,Industrial Painting & Coatings,Cook County,US,$2.5M–$5M,151–300,41,Tier 4 — Watch List,"NetSuite, Zendesk, Asana"
ENT-00231,Armor Paint LLC,company,Industrial Painting & Coatings,Cuyahoga County,US,$10M–$25M,151–300,43,Tier 2 — 30-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-00232,Industrial Shield Partners,company,Industrial Painting & Coatings,King County,US,$1M–$2.5M,1–5,70,Tier 4 — Watch List,"Sage 50, Outlook, Teams"
ENT-00233,Shield Coatings Associates,company,Industrial Painting & Coatings,Alameda County,US,$5M–$10M,76–150,85,Tier 1 — Immediate Target,"NetSuite, Zendesk, Asana"
ENT-00234,Shield Coatings Associates,company,Industrial Painting & Coatings,Sonoma County,US,$100M+,31–75,89,Tier 4 — Watch List,"Paper-based, minimal digital"
ENT-00235,Premier Paint Systems,company,Industrial Painting & Coatings,Maricopa County,US,$500K–$1M,16–30,64,Tier 3 — 90-Day Pipeline,"Microsoft 365, Dynamics 365, Power BI"
ENT-00236,ProCoat Inc.,company,Industrial Painting & Coatings,San Francisco County,US,$1M–$2.5M,301–750,55,Tier 3 — 90-Day Pipeline,"Microsoft 365, Dynamics 365, Power BI"
ENT-00237,Shield Coatings Partners,company,Industrial Painting & Coatings,King County,US,$25M–$50M,16–30,52,Tier 4 — Watch List,"Oracle ERP, Workday, Tableau"
ENT-00238,ProCoat Partners,company,Industrial Painting & Coatings,Contra Costa County,US,$5M–$10M,1500+,89,Tier 1 — Immediate Target,"QuickBooks, Google Workspace, Jobber"
ENT-00239,Fortress Coatings Systems,company,Industrial Painting & Coatings,Maricopa County,US,$2.5M–$5M,76–150,67,Tier 3 — 90-Day Pipeline,"Paper-based, minimal digital"
ENT-00240,Titan Coatings Co.,company,Industrial Painting & Coatings,Greater Toronto Area,CA,$50K–$250K,76–150,84,Tier 2 — 30-Day Pipeline,"Microsoft 365, Dynamics 365, Power BI"
ENT-00241,Fortress Coatings Consulting,company,Industrial Painting & Coatings,Denver County,US,$2.5M–$5M,1–5,72,Tier 4 — Watch List,"QuickBooks, Google Workspace, Jobber"
ENT-00242,Precision Coatings Partners,company,Industrial Painting & Coatings,Wayne County,US,$50M–$100M,151–300,71,Tier 2 — 30-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-00243,Industrial Shield Services,company,Industrial Painting & Coatings,Maricopa County,US,$50K–$250K,151–300,93,Tier 3 — 90-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-00244,Titan Coatings Systems,company,Industrial Painting & Coatings,Cuyahoga County,US,$100M+,31–75,91,Tier 3 — 90-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-00245,Shield Coatings Systems,company,Industrial Painting & Coatings,Alameda County,US,$1M–$2.5M,76–150,89,Tier 2 — 30-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-00246,Precision Coatings Services,company,Industrial Painting & Coatings,West Midlands,UK,$250K–$500K,6–15,81,Tier 1 — Immediate Target,"ServiceTitan, Google Workspace"
ENT-00247,ProCoat Consulting,company,Industrial Painting & Coatings,Solano County,US,$50M–$100M,76–150,43,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-00248,Premier Paint Group,company,Industrial Painting & Coatings,Solano County,US,$10M–$25M,1500+,43,Tier 4 — Watch List,"Custom legacy system, Excel-heavy"
ENT-00249,Industrial Shield Industries,company,Industrial Painting & Coatings,King County,US,$50K–$250K,301–750,97,Tier 4 — Watch List,"Custom legacy system, Excel-heavy"
ENT-00250,Apex Painting Co.,company,Industrial Painting & Coatings,Greater Sydney,AU,$100M+,6–15,77,Tier 3 — 90-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-00251,Apex Painting Partners,company,Industrial Painting & Coatings,Maricopa County,US,$2.5M–$5M,16–30,94,Tier 2 — 30-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-00252,Industrial Shield Co.,company,Industrial Painting & Coatings,Denver County,US,$10M–$25M,76–150,70,Tier 1 — Immediate Target,"NetSuite, Zendesk, Asana"
ENT-00253,Vanguard Paint Enterprises,company,Industrial Painting & Coatings,Greater Sydney,AU,$250K–$500K,31–75,71,Tier 1 — Immediate Target,"Microsoft 365, Dynamics 365, Power BI"
ENT-00254,Apex Painting Corp.,company,Industrial Painting & Coatings,Alameda County,US,$1M–$2.5M,76–150,69,Tier 3 — 90-Day Pipeline,"Xero, HubSpot, Slack"
ENT-00255,Shield Coatings LLC,company,Industrial Painting & Coatings,Greater Toronto Area,CA,$50K–$250K,6–15,85,Tier 1 — Immediate Target,"QuickBooks Desktop, email-only CRM"
